iter	MultiClass
276	0.008179542102
277	0.008146440154
278	0.008080003045
279	0.008059683226
280	0.008005515688
281	0.007966355378
282	0.007936207974
283	0.007909653127
284	0.007887170734
285	0.007851061831
286	0.00781439905
287	0.007762233386
288	0.007732668429
289	0.00770361334
290	0.007629044669
291	0.007597418661
292	0.007573550433
293	0.007512944267
294	0.007492030658
295	0.007466198371
296	0.007422740571
297	0.007389058415
298	0.00735433036
299	0.007319605449
300	0.00729058999
301	0.007268785397
302	0.007237268675
303	0.007222505919
304	0.007184752774
305	0.007142475632
306	0.007119950854
307	0.007102034638
308	0.007066979833
309	0.007046454633
310	0.00703378578
311	0.006999776222
312	0.006970180043
313	0.006936605078
314	0.006918675152
315	0.006881152033
316	0.006835937636
317	0.00681488292
318	0.006798271339
319	0.006783901494
320	0.006739403125
321	0.00671115341
322	0.006687214625
323	0.006639773413
324	0.006623520233
325	0.006591041995
326	0.006554608675
327	0.0065349023
328	0.006496909691
329	0.006482837949
330	0.006465268667
331	0.006447710504
332	0.006396745489
333	0.006374976483
334	0.00633649025
335	0.006306987335
336	0.006272108128
337	0.006247591378
338	0.006227329051
339	0.006202887713
340	0.006180339673
341	0.006155723212
342	0.006127833168
343	0.00611465909
344	0.006099607821
345	0.006087754214
346	0.006069453038
347	0.00603679962
348	0.006006423645
349	0.005986840234
350	0.005962237419
351	0.005940581411
352	0.005929225022
353	0.00590976815
354	0.005882238093
355	0.005847334679
356	0.005836011971
357	0.005819187849
358	0.005798367425
359	0.005782099948
360	0.005756564
361	0.005735984084
362	0.005721912611
363	0.005703356427
364	0.005682470674
365	0.005665148077
366	0.005652600998
367	0.005612289215
368	0.005595112905
369	0.005576059509
370	0.005557131443
371	0.005533117831
372	0.005513161728
373	0.005494784293
374	0.005476105043
375	0.005455794867
376	0.005447900588
377	0.005427889745
378	0.005409924017
379	0.005386213092
380	0.005370104887
381	0.005347473546
382	0.005321744854
383	0.005304178975
384	0.005283753427
385	0.005265567712
386	0.005249788901
387	0.005233990359
388	0.005223765997
389	0.005205901517
390	0.005188918524
391	0.005157516795
392	0.005137162663
393	0.005114864086
394	0.005095295671
395	0.005083897752
396	0.005048521342
397	0.005032057667
398	0.005018620305
399	0.0050019104
400	0.004985952762
401	0.004964597176
402	0.004951453037
403	0.004934392338
404	0.004925292088
405	0.00489127715
406	0.004860141012
407	0.004834372433
408	0.004825318424
409	0.004813445989
410	0.004798700028
411	0.004787546288
412	0.004767071336
413	0.004750560075
414	0.004727012872
415	0.004712462637
416	0.004690376986
417	0.004678073599
418	0.004660194612
419	0.004650587053
420	0.004643746093
421	0.00462995518
422	0.004611996173
423	0.00458986489
424	0.004581121873
425	0.004566168319
426	0.004557345011
427	0.004541422223
428	0.004527556927
429	0.004518765882
430	0.004510609864
431	0.004496077974
432	0.004482254316
433	0.004476457271
434	0.004468587092
435	0.004435987203
436	0.004419557024
437	0.004407935151
438	0.004396563259
439	0.004375862753
440	0.004356428509
441	0.004345351866
442	0.004332859559
443	0.004330150629
444	0.004313971155
445	0.004305116537
446	0.004297486346
447	0.004281352506
448	0.004267646027
449	0.004255727369
450	0.004237047122
451	0.004219532035
452	0.00421261595
453	0.004197941732
454	0.004189827516
455	0.004183905046
456	0.004173770779
457	0.004167101925
458	0.004153899272
459	0.004139734945
460	0.004130434832
461	0.004121925782
462	0.004098430969
463	0.004090986022
464	0.004079720561
465	0.004067911857
466	0.004056607734
467	0.004043979942
468	0.004030404076
469	0.004019639979
470	0.004007259216
471	0.00399956074
472	0.003991569966
473	0.003981246052
474	0.003972819869
475	0.003961053647
476	0.003946420597
477	0.003938452426
478	0.003932789146
479	0.003918114717
480	0.003905145969
481	0.00389722814
482	0.003889344276
483	0.003872911505
484	0.003859240879
485	0.003845740838
486	0.003837067811
487	0.003831498691
488	0.003818561037
489	0.003812430558
490	0.00380445883
491	0.003796451447
492	0.00377493155
493	0.003757488754
494	0.003746000194
495	0.003738046241
496	0.003732509306
497	0.003724001575
498	0.003716093483
499	0.003706992782
500	0.003694798697
501	0.00368411865
502	0.003669416264
503	0.003661600257
504	0.003640339163
505	0.003635154834
506	0.003630814029
507	0.003620914144
508	0.003607523431
509	0.003598697715
510	0.003589261255
511	0.003581828365
512	0.003573028911
513	0.003558613451
514	0.003545101964
515	0.003538807368
516	0.003530885522
517	0.003520442503
518	0.003515887864
519	0.00350779383
520	0.003502979997
521	0.003493873623
522	0.003486305529
523	0.003478103382
524	0.003464079143
525	0.003457609652
526	0.003449822536
527	0.003441063718
528	0.003429473299
529	0.00341647824
530	0.003411361727
531	0.003405122614
532	0.003396007301
533	0.003390825048
534	0.003383458197
535	0.003376142111
536	0.003366740814
537	0.003360750585
538	0.003354687273
539	0.003348258484
540	0.003333756546
541	0.003325006219
542	0.003318086635
543	0.003307943053
544	0.003298907178
545	0.003296020526
546	0.003291287951
547	0.003284952443
548	0.003276937328
549	0.003273176593
550	0.003265176066
551	0.003259065362
552	0.003254533762
553	0.003248390081
554	0.003244478698
555	0.00323743511
556	0.003228015164
557	0.003221370337
558	0.003207630803
559	0.003193623858
560	0.003188507588
561	0.003185890154
562	0.0031820576
563	0.003177772523
564	0.003170998516
565	0.00316521754
566	0.003158809038
567	0.003147503045
568	0.003138906758
569	0.003128512559
570	0.003121773159
571	0.003116520119
572	0.003112132485
573	0.003109094602
574	0.003097953774
575	0.0030937499
576	0.003083391149
577	0.003080249625
578	0.003071694005
579	0.003063706675
580	0.003054223442
581	0.003048814409
582	0.003043351928
583	0.003032740319
584	0.003027161011
585	0.003021736597
586	0.003017820516
587	0.003012113869
588	0.003006471038
589	0.003000617822
590	0.002989479198
591	0.002985852648
592	0.002975482983
593	0.00296670453
594	0.002963671314
595	0.002957461625
596	0.002952632048
597	0.002942255546
598	0.002937238939
599	0.00292663655
600	0.002920292278
601	0.002912347619
602	0.002902753846
603	0.002898107477
604	0.002892926205
605	0.002888536383
606	0.002885261807
607	0.002882475686
608	0.002878493484
609	0.002873240113
610	0.002865369377
611	0.002857627973
612	0.002851444983
613	0.002843129623
614	0.002834723304
615	0.002825387975
616	0.002820344801
617	0.002817008294
618	0.002812589768
619	0.002806225219
620	0.002799589891
621	0.002791046755
622	0.002784936286
623	0.002782091876
624	0.002777805855
625	0.002775327385
626	0.002768538178
627	0.002758330695
628	0.00275147022
629	0.002749483324
630	0.002746362091
631	0.002738682953
632	0.002735665527
633	0.002728284131
634	0.002723271068
635	0.002719172917
636	0.002712796857
637	0.002707522179
638	0.002705121417
639	0.002697428513
640	0.002690294033
641	0.002688398454
642	0.002678326473
643	0.002673774126
644	0.002665836389
645	0.002658433182
646	0.002654920501
647	0.002647853368
648	0.002641980341
649	0.002634579359
650	0.002629378187
651	0.002624120245
652	0.002621163517
653	0.002617443829
654	0.002607659533
655	0.002602480471
656	0.002595325086
657	0.002589619165
658	0.002587220049
659	0.002581410335
660	0.00257771502
661	0.002571027128
662	0.002567712917
663	0.002560974712
664	0.002556039747
665	0.002553222827
666	0.00254982832
667	0.002543494538
668	0.002540075607
669	0.002537484096
670	0.002533857146
671	0.002529517598
672	0.002523350756
673	0.002517592935
674	0.002514278655
675	0.00250463546
676	0.002502970287
677	0.00249711988
678	0.002490062396
679	0.002483913369
680	0.002480776066
681	0.002477039059
682	0.002469241349
683	0.002462568659
684	0.002459262947
685	0.002456302815
686	0.002448555075
687	0.002446266252
688	0.002441325332
689	0.002437143833
690	0.002432652664
691	0.00242750493
692	0.002418125571
693	0.002411894803
694	0.00240684704
695	0.002401042999
696	0.002398015254
697	0.002395854599
698	0.002391738391
699	0.002390618735
700	0.00238633831
701	0.002379788409
702	0.00237666489
703	0.002373854126
704	0.002371144618
705	0.002366382454
706	0.002361065513
707	0.002358496489
708	0.0023561745
709	0.002350449095
710	0.00234737252
711	0.00234581727
712	0.002341651856
713	0.00233591661
714	0.002331143574
715	0.002325884549
716	0.002321116923
717	0.002317279341
718	0.002313744021
719	0.002309568947
720	0.00230699429
721	0.002304026418
722	0.002301021324
723	0.002295705521
724	0.002289977536
725	0.002282197769
726	0.00227708152
727	0.002275171747
728	0.002271554503
729	0.002268518045
730	0.002261382153
731	0.002257315894
732	0.002253563729
733	0.002252197134
734	0.002249048346
735	0.002245331812
736	0.00224101672
737	0.002238437824
738	0.00223443538
739	0.002229670753
740	0.002227776877
741	0.002225040584
742	0.002222486565
743	0.002218945605
744	0.002215415557
745	0.00220978679
746	0.002207984987
747	0.002203336422
748	0.002202337557
749	0.002199596189
750	0.002197419189
751	0.00219315505
752	0.002190570506
753	0.002183320594
754	0.002178721943
755	0.002175725917
756	0.00217090058
757	0.002166974128
758	0.002162762034
759	0.002159210804
760	0.002157015491
761	0.002154833342
762	0.002153428009
763	0.002146246774
764	0.002141349135
765	0.002135095106
766	0.00213385753
767	0.00213234148
768	0.002126638674
769	0.002122347879
770	0.002117644868
771	0.002114183346
772	0.002110380194
773	0.002108095525
774	0.002104553857
775	0.002101201125
776	0.00209987748
777	0.002098858617
778	0.002094309865
779	0.002089287031
780	0.002085313942
781	0.002083078732
782	0.002079276677
783	0.002077505502
784	0.002074810372
785	0.002072192625
786	0.002071049412
787	0.002066464981
788	0.002059928818
789	0.002058594015
790	0.002053413855
791	0.002049383192
792	0.002047533584
793	0.002044564799
794	0.002039620908
795	0.002036039833
796	0.002029762773
797	0.002026376538
798	0.002021872062
799	0.002019509455
800	0.002016798815
801	0.002010907782
802	0.00200573848
803	0.002001468706
804	0.002000291194
805	0.001998086771
806	0.001996817117
807	0.001994730578
808	0.001989421131
809	0.001986425354
810	0.001984810145
811	0.001981780067
812	0.001979026294
813	0.001975846017
814	0.001972570477
815	0.001968074566
816	0.001964883745
817	0.001960094497
818	0.001957123897
819	0.001955051778
820	0.001952571755
821	0.001946532019
822	0.001944424864
823	0.001940961891
824	0.00193788141
825	0.00193510844
826	0.001933895505
827	0.001930398964
828	0.001926059024
829	0.001923485121
830	0.001920316145
831	0.001915176758
832	0.001909784269
833	0.00190653628
834	0.00190340877
835	0.001901245117
836	0.001899922915
837	0.001898877917
838	0.001896437266
839	0.001894754993
840	0.001893504797
841	0.0018899551
842	0.001887906107
843	0.001884277506
844	0.00188150942
845	0.001880552492
846	0.001877729628
847	0.001874716527
848	0.001870284781
849	0.001867696975
850	0.001866423436
851	0.001862916905
852	0.001859880041
853	0.001857655688
854	0.001854382314
855	0.001852658977
856	0.001849695745
857	0.001846404075
858	0.001843200436
859	0.001841099018
860	0.001839353087
861	0.001836448627
862	0.00183259439
863	0.001828821651
864	0.001826610523
865	0.00182316147
866	0.001820412835
867	0.001818636457
868	0.001813457821
869	0.001810022341
870	0.001806765659
871	0.001804464641
872	0.001801739589
873	0.001799229102
874	0.001797607259
875	0.001794469487
876	0.001790889841
877	0.001788706431
878	0.001785631767
879	0.001782019777
880	0.001780539046
881	0.001778888135
882	0.001776447997
883	0.001774825488
884	0.001770820157
885	0.001767408949
886	0.001765698513
887	0.001764393186
888	0.001760671427
889	0.001758293752
890	0.001755920355
891	0.001754361826
892	0.001752283136
893	0.001749253034
894	0.001746017633
895	0.001742032495
896	0.001740087828
897	0.001737275021
898	0.001733239328
899	0.001730926339
900	0.001728318603
901	0.001726001241
902	0.001724379023
903	0.001722537423
904	0.001720973638
905	0.001719562597
906	0.001716622491
907	0.001713166941
908	0.001710477528
909	0.001708992715
910	0.001705459707
911	0.001703432975
912	0.001702552228
913	0.001701078575
914	0.001697075716
915	0.001694678471
916	0.001692354628
917	0.001688175809
918	0.001685579991
919	0.001683280566
920	0.00168077342
921	0.001678765844
922	0.001676443039
923	0.001673825974
924	0.001672126899
925	0.001669128801
926	0.001666730159
927	0.001663997443
928	0.001661861221
929	0.001659432856
930	0.001656515517
931	0.001654643029
932	0.001652815348
933	0.001650034461
934	0.001647444674
935	0.001646341628
936	0.001644300102
937	0.001640973653
938	0.001638701938
939	0.001636383832
940	0.001634318403
941	0.001631637518
942	0.001630753185
943	0.001628408731
944	0.001626173488
945	0.001622043663
946	0.001619019436
947	0.001616821459
948	0.00161445825
949	0.00161139394
950	0.00161022378
951	0.001608023323
952	0.001606454899
953	0.001604689528
954	0.001600526227
955	0.001597141653
956	0.001593928731
957	0.001591115503
958	0.001589421824
959	0.001586779214
960	0.001584600172
961	0.001580759919
962	0.001578803254
963	0.001576291578
964	0.001574042384
965	0.001571283822
966	0.001569257176
967	0.001566577828
968	0.001565771351
969	0.001562761708
970	0.00156122717
971	0.001559790817
972	0.001558667136
973	0.001557436722
974	0.001555310039
975	0.001552779763
976	0.001551192104
977	0.001548473126
978	0.00154659806
979	0.001542824339
980	0.00154087583
981	0.001539484389
982	0.001537770254
983	0.001536966894
984	0.001534340846
985	0.00153232775
986	0.001529847481
987	0.001528074084
988	0.001526135998
989	0.001524888178
990	0.001521925038
991	0.001518776134
992	0.001514857473
993	0.001513037799
994	0.001510323322
995	0.001508240268
996	0.001506913784
997	0.0015048463
998	0.00150310534
999	0.001501464936
