label,f1,f2,f3,f4
power_jamming,-0.06580157444779333,2.3634232782323106,-0.3578444583183373,4.92870073539946
power_jamming,0.7527731580436325,2.7091404455082024,0.6676761315712517,4.896541162259213
normal,-0.760918052038727,1.8814380213277517,0.19113176392565656,4.9699880532373175
normal,-0.25013535186885766,1.5812530840067873,-0.005480047770710538,4.961488231442676
power_jamming,0.0017442617040545616,2.3453578803975423,0.6314979717833984,4.9777458991428185
normal,0.8573709879937785,2.101701103302702,-0.6179080986450772,4.899290920824394
power_jamming,0.10469826870475618,2.7277060406926017,1.201567248027608,5.012745571835083
normal,-0.05853939925130398,1.4599988185221595,1.022926549605577,5.078598750954546
normal,-0.03336000775140224,2.124031287607068,-1.0553495964598956,4.962976537534277
power_jamming,0.8047991425842933,2.5864724733411153,1.762961681689799,4.928130866564619
power_jamming,0.8162343947676867,2.5652539906035807,0.8439343452833779,5.034090089169736
normal,-0.34481610774062144,2.023679108756455,0.42892126360261235,5.155131423583431
power_jamming,0.5100214407694859,2.396282331110889,-1.3975408914722665,5.027054394387077
power_jamming,0.6836119009764468,1.726305796296284,-1.1297071430829757,5.060231581348763
normal,-0.5029991771224721,1.4978908121120353,0.6937665137426213,4.98913406311307
power_jamming,0.48605823352429023,1.8008643316071502,1.1509273170472023,5.068366212374961
normal,-0.050470575457541,2.1117292430823196,-0.6517770230503898,5.146149228039664
power_jamming,0.182071966107319,1.977018759016169,-0.14494273649106612,5.091279363364335
normal,-0.03442783416826071,2.0132660569147323,1.0968346334330368,5.038214892085328
power_jamming,-0.05679236954430139,2.5625242367802574,-0.34868592467548853,4.888797798213253
normal,0.34385461211179663,2.3391623039793146,-0.8432455524332589,4.803558178857513
normal,0.47385617518179085,2.185952184414554,0.6330749451507807,4.994830038493142
power_jamming,0.03289194983186727,2.4045727117000255,-0.20615869541887855,4.889751585250649
normal,0.7047392713840812,2.022889141733022,0.5057860477621664,5.024602375164845
power_jamming,0.11688332998961562,2.3575824952826117,0.4935955278029048,5.019506771646128
normal,-0.84630422066087,2.4003690698952003,0.5238416339938321,5.111776596836101
normal,0.4572428159790037,1.4845015889288269,-1.8299377621699313,4.9349106187360094
power_jamming,0.440878649739475,1.8966053966885932,0.39916692324331265,4.932137454250221
normal,-0.7580390398556974,2.1809093866719618,0.9528416563912111,5.124301973337088
normal,-0.8113747371006768,2.2484574486821827,1.3225867380364718,4.990466582666542
normal,-0.4293148917780031,1.7952265573259698,-0.9193542252651614,4.9192172804442915
power_jamming,0.3082670554933455,1.8101120554916486,-0.4478747063138608,5.016539321925823
power_jamming,-0.3259305074094175,2.66510828022764,-0.5214214633385201,5.0370447248546135
normal,-0.2538556014487477,1.8299586420577914,-0.6849344930474258,4.984506909771917
normal,0.09074561590932458,1.9756391528447868,-0.18081071896385478,4.983903875425244
power_jamming,-0.49492206826699864,2.1547047934773715,-0.7147253890948977,4.931500653740356
power_jamming,0.43688685531310434,2.200763415601007,-0.025958727576252637,5.262409190348437
power_jamming,0.4955997265045122,2.343595749602933,0.49878353588211166,4.885131558514924
power_jamming,-0.10400558606730337,1.9596297143576011,1.1196528755646042,5.055552549334101
normal,1.12387771585863,2.0528461692332995,0.9340653286981533,4.84054707587379
normal,0.9809512829964583,1.8410529317409043,0.24678509537967389,5.051922356396814
power_jamming,0.5306875310763819,2.010960836355949,-1.0988368649502125,5.005890058019259
power_jamming,-0.2041634004956811,2.472477744184502,2.549501001096796,5.092162030731185
normal,-0.13685780490373853,2.476275746530396,0.26923556052189623,4.849928819393605
normal,-0.1885933865121761,1.7286515692852182,-0.7293603655091773,5.0352852873475555
normal,-0.17864647793237848,2.196504912937156,0.3046964471742843,5.139590030988138
normal,1.4004770711592966,2.3315343951152863,-2.906802921991073,4.969668960872633
power_jamming,0.6551740878119918,2.158638366851507,-1.244170984528617,4.977497555052851
power_jamming,0.7904164921867669,2.0618942795698616,0.3828959546194715,5.123335568037863
power_jamming,0.38755157697550713,2.022886619691115,0.797465734839484,4.948561401341464
power_jamming,0.12887712354592104,2.4508497162940417,0.37588338617531075,5.076335048261534
normal,0.690247813789014,2.0615341530496645,0.35453555637343154,4.905554327108413
normal,-1.1338402958324167,2.0661982403518744,-0.9248013939575017,4.927870514154923
power_jamming,0.6027391979866036,2.287010384152902,-0.6230256125362661,5.015637002813697
normal,0.9362463214572788,2.392464346067194,-0.9272337890187847,5.074709339830669
normal,0.2853934378477167,1.9360011020422725,-0.6597860288058234,4.999653771847963
power_jamming,0.934447731901866,2.3329017712614792,-2.4409082189237536,4.953692564041384
power_jamming,0.24368800699481397,1.8802465233001564,0.9594010211661294,4.806490551146463
normal,1.1814999181877783,2.197121332734959,-0.5292161231261068,5.019136134679459
normal,0.6964428324749726,2.648168426651269,0.7234164950811783,5.101969256727722
power_jamming,-0.25996983035580074,1.936409893297041,1.5297762799884558,5.067504899348562
normal,-0.4410028476434039,2.1001453861225716,0.589995189902087,4.9788912750421765
normal,0.9631782084555393,2.39746870756865,-1.1980578574128737,4.957994545498572
normal,0.4919384711847869,1.799349170574252,-0.7868893928770296,5.033423557832254
normal,0.33336355486342356,2.391704664423254,-2.034460274712471,5.06442948371683
power_jamming,-0.08995727542533805,1.4768939813281283,-2.3882012261935155,5.002691065911484
power_jamming,0.4870957624581237,2.5296607018171513,-0.6627859332387354,5.110355671555866
normal,0.414692681808147,1.7846310679415782,0.7850536966219565,4.997585476328349
normal,-0.7113585189122176,1.7075764113687417,-2.1148455741194696,5.1249488277093045
normal,0.2292181911860423,2.391114927030161,1.8756876122957513,4.909766980246223
normal,-0.36924024683293116,2.305186180408484,1.8975250650148476,4.942656729908064
normal,0.7047617417142913,2.082072735323796,-0.33969669076238396,5.112514078962817
normal,0.4653982128067056,2.485490711075526,0.2750936985626389,4.88195141223407
normal,0.25930801245796864,2.0932934051307877,1.3928552465511728,5.085376792069397
power_jamming,0.07610726227314449,2.1468479956814672,0.6182037766739018,5.092260164706402
normal,0.13411079312043972,2.044013378092126,-0.999032614912047,5.030431187519358
normal,-0.36301095134180755,2.615174205527551,1.1335298264893594,5.057168957141312
power_jamming,0.16311572156794993,2.5076973435274788,-0.08898908935971672,4.848021643652585
normal,0.406298287246288,1.9536962990766242,0.16478483662800752,5.0377345228940795
power_jamming,0.4079237036237019,1.6118787095328855,-0.7875569831411144,5.226338180837832
power_jamming,0.7285986324025153,2.1327598628461475,0.8485849953108783,4.929906993019233
normal,0.4844888806426781,2.1202092706147613,0.3880922236874144,5.067601473679313
power_jamming,1.772751036562619,2.3901990589502855,0.5803074930589504,5.072718154983413
power_jamming,-0.08210520005480249,1.6770730865277683,-0.3518001810426707,4.871247268229984
normal,-0.11194771666987065,2.071242727725108,0.1953660631797302,5.02031355002104
normal,-0.06791587243441351,2.0731097793037683,-0.08608390419143783,5.182231003257183
normal,-0.17389705782380413,1.7764674129051516,0.11945592908359466,5.113342483211098
normal,0.8575326500702625,2.15307135297133,1.3765899498261676,5.20926375817012
power_jamming,0.7922541126612006,1.9916575228573998,-0.008481196558080712,5.076744861411631
power_jamming,-0.0771077269513597,2.6184276762325394,1.5459984841457666,4.89828367241577
power_jamming,0.8098765960576704,1.8460647499895522,-1.0470601530598675,4.861617295622274
normal,0.1674733585381986,2.037230403079571,-1.0668782230650953,5.118435164215601
power_jamming,0.832820147389655,1.9045355270258126,-2.6683348793398043,5.0949981516585074
power_jamming,0.5965684166231728,2.389337994806847,0.5931150591219504,4.8532816626594135
power_jamming,0.6712125633194241,2.3179644988903965,-0.6124699535307718,4.932852661277009
power_jamming,0.25516689617344307,2.1923658862428144,0.04259569590541526,5.130910005349139
power_jamming,0.44107089453206316,1.9794758018606744,1.604046674748427,5.110658347400863
power_jamming,-0.1367007825739464,2.390624096969421,-0.22407802572332636,4.930066100508552
power_jamming,0.21960418798368725,2.325412756707638,-0.3774866048161891,4.7749993331708644
power_jamming,1.1357880654353256,2.401357173797431,-0.23388060330437363,4.908644016086302
power_jamming,0.7230187764361775,1.7374169193360214,-0.3574959706132437,5.124872500998515
power_jamming,1.3100699843466463,1.7805133216798625,-2.6198738291824317,4.904258849374343
power_jamming,0.23607810087507008,2.4540568980986164,-1.0854828253019766,5.035488894940873
power_jamming,0.9356994580840663,2.3003060876964656,-0.22243371996137332,5.035829985633386
normal,0.30186592643746296,2.138872603488903,-0.23264964044703607,4.995415770373602
power_jamming,-0.2044355994069717,2.6412971611142373,-0.02059733989319749,4.829482804076038
power_jamming,-0.24222127553968748,1.7525950943810682,0.6224367365866982,4.989069552026835
normal,-0.9532940110308723,2.025940511486202,-0.3959707692064342,5.014300024706778
power_jamming,0.019283685620100688,2.7297640265050465,0.8295962530840277,5.112067679472246
power_jamming,0.2887976578052933,2.7957371197594014,1.4683052019399843,4.7645996664634165
normal,-0.6702485347831407,1.7029027469951212,0.7890911984629504,5.083963405749921
normal,0.2793590898919669,1.7937846455785633,1.407706271658087,5.018685995091663
normal,0.47778980573983537,2.7673618347927973,-0.7489611246109484,4.960900191137825
power_jamming,0.6470216575335584,2.2027266868736928,0.42806593617251626,4.8659985085157045
power_jamming,0.265961046309284,2.036273565128186,1.39967000068428,4.856509972186809
normal,0.04247646552721064,2.146031290548571,-0.42606966478018665,5.125003292001094
normal,0.5509317508820128,2.2626439292777856,-0.594053682054014,4.931399287884334
power_jamming,-0.5911887888561653,1.976402178230488,-0.18731742096820883,5.025121250413299
power_jamming,0.9274695683454499,2.656432621100314,1.7414110750278768,5.075058264101323
power_jamming,0.2071338819783604,1.7997545531957735,0.5697623299423216,5.000528657035559
normal,-0.9820799297733391,2.2692836005402643,0.8763917547585641,4.894549958621796
normal,-0.39975579107109893,1.8096825280634274,-1.1607539933241573,5.002728261546559
power_jamming,0.3446616177987973,2.186757165149816,-1.6796233379123433,4.822558589191564
power_jamming,0.21113876543909094,1.9724377457307467,0.6882215676500095,5.02647492817129
power_jamming,0.8715691197434088,2.0903060493357426,0.5260366828110213,4.991214260365669
normal,0.6035855702656928,1.939162248280163,0.15715347261043447,5.039746023735445
normal,0.7773260291593673,2.2384628389231715,-0.7265452271232336,4.995689883024951
normal,-0.65370074320062,2.5183073436513737,-0.3633171305892051,5.119554888174389
power_jamming,0.10662797730586882,2.5658424995066884,-1.0975462849664226,4.99287534694156
normal,-0.20184516821783063,2.490745173158301,1.5575535623112526,5.0005642356032505
normal,0.27089068512265835,2.7084184499754733,-0.21905936845807003,4.998075670366549
normal,-0.7869964589850884,2.1766415026832715,0.7574447406111645,4.845304800473623
normal,-0.18523670080682034,2.086502320519882,0.5899134405648928,5.126843289277302
power_jamming,0.28587255946821577,2.4521290019226742,0.6198929442503741,4.97987221209152
normal,-0.5773198914989367,2.1318864056522258,0.07576316200670186,4.920697683868763
power_jamming,0.4038888414382703,2.4719806846767947,-0.04958839353113052,5.00023569273737
power_jamming,1.087205165241676,1.9452966169799037,1.136461702553483,5.170731129834683
normal,0.024804065679328417,2.5653717191544203,0.07568579899811533,5.213997545530988
normal,0.12931184625187309,1.7272148232486813,-0.22995127083416927,5.013721265744873
normal,0.11999720336434881,2.2218963360074615,1.1148952738832207,5.0051297189365735
normal,0.4223984426277918,1.6355380720579515,0.2748481372331164,5.00631079241069
power_jamming,-0.7841871428762557,1.6693413674309003,-0.33183015000757177,4.939781405416418
normal,0.733762322254306,2.063831447611763,-0.19374830404771237,5.103272565379537
normal,0.2538594839272441,1.955373557442942,1.8561664169566074,4.851063985357265
power_jamming,0.21113642740269895,2.368026233297956,-0.33929724983306814,5.100115943295793
power_jamming,0.36345861270614555,1.7961466196827427,1.4505641009365413,4.901807298197367
normal,-0.18032801927083092,2.238100429891682,-0.40675991584506754,5.020155481370287
power_jamming,0.7663117191254731,2.054903376789112,2.0764084938873575,4.947457449812298
power_jamming,0.05808699466776995,2.826826154330578,1.4288953946360354,4.931200527709182
normal,-0.473991229683375,2.224292082360818,-0.5026940073021197,4.980345005807149
power_jamming,0.3317266178873291,1.8750186834695088,-0.12355359182920561,5.173213895979411
normal,-0.36806471733378493,2.8111240846112797,-0.7203702844318415,5.018403993360922
normal,-0.08968908807430494,1.8720867787554072,-0.5813779574564671,5.06541555558403
power_jamming,1.102226530603346,2.074225823376337,-0.17143615326877357,4.9573923683941405
power_jamming,1.0057754159058265,2.7079910004552823,0.21439405458595942,5.079386691609098
power_jamming,1.3344311768802026,2.459178884780865,-0.9090944810323145,5.05379150691089
power_jamming,0.2460960841104811,1.910992407260441,1.8938747856753486,4.9672284210967375
power_jamming,0.11365689479162258,2.284623871325037,-0.2842300212342215,5.140389221283424
power_jamming,0.6184923478500493,2.030558249943163,-0.31256322630915284,4.908398719325741
power_jamming,0.11792444712111497,2.0333753515228623,-0.9525062342790791,5.018579515686659
power_jamming,0.8796481940034457,2.5036677177087934,1.134629907891044,5.001639740456046
normal,0.07565342293776096,2.46293945440184,0.5460250557935805,4.888231008368435
power_jamming,0.701015495377535,2.28831106302008,0.8657317605324799,4.838860313524881
power_jamming,0.012746236357425389,1.815772660002437,-0.1371077665637393,5.062739519275957
normal,-0.0936655798688033,2.243121139195119,-0.6506703985115646,5.114881164647717
normal,-0.39649203865692445,2.156859539642903,-0.25332859554148746,4.959872294681696
normal,-0.4140114716955842,1.9026090768098824,1.6292742013542811,5.081124090696458
normal,0.40904117502464815,1.8961931941980634,1.5242638370918324,5.031320124138667
