rsrp_dbm,rsrq_db,sinr_db,rssi_dbm,channel_state_info,doppler_spread_hz,delay_spread_ns,coherence_bandwidth_hz,interference_power_dbm,adjacent_channel_power,spurious_emissions,intermodulation_distortion,power_spectral_density,autocorrelation_peak,cross_correlation,signal_entropy,iq_imbalance_magnitude,dc_offset_i,dc_offset_q,phase_noise_integrated,spectral_centroid,spectral_rolloff,spectral_flux,zero_crossing_rate,signal_complexity,hurst_exponent,fractal_dimension,scenario,binary_label,timestamp
-68.25162042836604,16.24483916028558,26.622724769179584,-68.24217895710993,0.6464034773916336,11.491438081941528,330.3470453907597,481781.0400078944,-94.87434519754562,-9.014544934539362,-87.22137816137618,-74.64874547966517,-31.035835604914705,0.8837479764825926,0.8141105130010371,4.286251501727487,0.20584211091680696,0.006029103885744873,0.014896463464247854,-90.00608538932153,4064875168.81086,4092789742.480012,0.15792601501677,0.23801671023981621,0.7056014072117802,0.5103377964875971,1.6863767031202253,normal,0,2025-01-01 00:00:03.500
-19.387559776762984,61.49218988861796,71.87007549751196,-19.387559494420163,1.4276357216380828,122.60549562033715,219.97496778557905,723513.8829388617,-91.25763527427495,-2.0878388009507214,-93.3713627573814,-59.84605360260678,-32.70428016139011,0.30895683513024974,0.8554500274278429,6.740508573136255,0.43077360641343776,-0.009672959171195436,0.010239204252982055,-96.78605236188656,3263105224.356045,3287083547.9412885,0.15536113728323506,0.15056347212771481,0.6498762417109601,0.44838877445984887,1.3509121854292185,normal,0,2025-01-01 00:00:03.600
-62.74224442956405,23.83357653241559,34.211462141309596,-62.74059795217597,1.2053801081796476,6.309417891460452,221.51410450555287,718486.7232140773,-96.95370657087365,-3.6895670544278674,-73.62920276666819,-56.71389964792839,-34.39845231321233,0.36372852002718004,0.7790717835402249,6.6937344786392465,0.1802014368514588,-0.017497850877915874,0.0071530554286856245,-82.86083457439678,2457132002.8345523,2466019806.5585175,0.04928052423221302,0.4177423462924805,0.523875399328936,0.5235304933473334,1.4836489671639501,normal,0,2025-01-01 00:00:03.900
-74.75424357290102,6.890389265976056,17.26827487487006,-74.67353583267374,1.3517896901538904,60.11351182834736,290.0983971691237,548624.0001495425,-92.02251844777108,-7.25820858816401,-82.49591460240715,-83.63008433373548,-38.99373584609782,0.7106704836926607,0.9058386751870767,6.3857121421647385,0.4810031856363164,-0.028445733038594184,-0.00610877670186759,-84.00602774973053,2879699017.5859632,2903236216.014224,1.3487128808479198,0.4844722129109713,0.49844830217980923,0.46993438473433247,1.3598933240698083,normal,0,2025-01-01 00:00:04.000
-63.30761139633333,23.788142651269112,34.16602826016312,-63.30594760716285,33.4621904773451,65.40095089188493,435.904328208509,365114.3904580954,-97.47363965649645,-3.7061467909342887,-73.20501126489779,-67.76422817547562,-30.81884168098902,0.9326388137945396,0.8888443881375007,6.236720509010809,0.3382459693019809,0.0191327568286147,-0.00442779328227546,-80.07315442572306,3325717854.7172384,3330113096.952709,0.4187199462439798,0.4631245747123154,0.4016705068799967,0.4649535201483692,1.365598094542461,normal,0,2025-01-01 00:00:04.300
-11.169017594579861,73.45088445237084,83.82877006126485,-11.169017576594992,2.901753093003053,84.2958671047371,364.2498827082248,436938.9000445699,-94.9977876558447,-5.422900886102022,-100.78023983524632,-52.71807541207535,-20.536542408216484,0.3703634351835756,0.7984028810928188,6.217844455553676,0.012600410933076912,-0.0004142424585825922,0.011930243416300876,-92.58037095715268,3814899055.4137683,3818734027.097095,0.46111709107263693,0.16607523465599697,0.6661484767185457,0.5395681842051786,1.4522696437450864,normal,0,2025-01-01 00:00:04.400
-60.89874673418224,27.082935444706635,37.46082105360064,-60.89796750852476,4.723703396141938,9.581681317592707,376.5542929381623,422661.3428041086,-98.35956778778288,-6.937401628821876,-90.34517204382865,-84.80104195029608,-37.74906856829923,0.8937519612730176,0.7316280690583834,3.4947607457166927,0.1693887221927693,-0.009139467738828103,-0.005016526898468765,-82.52539616505479,5166553635.069059,5183377183.758973,0.35890330349254285,0.15324840251096888,0.6945856615897681,0.5466771226836674,1.706712035646967,normal,0,2025-01-01 00:00:04.500
-52.015253438806646,31.661577569711916,42.03946317860592,-52.014981904682,2.8272517510209245,57.78939318501162,8.382698507638347,18986122.779779416,-94.05471661741257,-5.256520440567752,-95.3984862055807,-80.2094505266043,-18.641283726106693,0.8134929409689031,0.8091706292187907,5.794092054281565,0.40892754268946085,0.014834111329005502,0.002315663975562321,-83.39866561851403,5708914907.461707,5723564480.386486,1.1553931573352898,0.12306071507048905,0.7473971431776019,0.3022251500079182,1.659468622078251,normal,0,2025-01-01 00:00:04.600
-83.70959944380031,1.346062590155059,11.723948199049062,-83.42699269310253,2.2243416098804207,77.84224612153484,22.017347690660486,7228615.604749118,-95.43354764284938,-9.127236929316052,-112.15966845856937,-92.25229801409091,-41.588848868706364,0.6802044405961936,0.9151600791594162,6.733858107596587,0.3833172574009648,-0.0059838039491194855,0.012019627678513485,-79.04759191790998,2621277373.643775,2625336759.8872566,0.14969580035157232,0.3515336745888443,0.40143135357608395,0.5745489477617329,1.5333034870392017,normal,0,2025-01-01 00:00:04.700
-19.660570585092714,62.7323356170548,73.1102212259488,-19.660570372884504,1.56713896221665,45.06648970266665,194.15701521941378,819722.8563286104,-92.77079181104152,-4.998462243140947,-80.66052525789237,-51.471478990363494,-27.297115662532367,0.40562912870909246,0.798296956402241,5.051968190021601,0.09049636369153355,0.01032274999389056,-0.019643423337550796,-86.0427740829993,5406531416.311109,5448555236.036125,0.28792477582479375,0.34853702304541684,0.6241786135887823,0.35415203452805954,1.2232126476065213,normal,0,2025-01-01 00:00:04.800
-66.91353460342229,15.296612451859206,25.67449806075321,-66.90179246310274,7.704373750726419,21.32414014970747,88.51117562859675,1798133.873622107,-92.5880326641755,-7.353480550784443,-99.0068054032511,-54.43838075804655,-31.68100362284644,0.4363640440560501,0.7389319284761305,4.396944912463937,0.23836840145323854,-0.006209272335019258,-0.009558087221842756,-82.17477504157517,4158706155.0663095,4186059967.7719603,0.334374905127802,0.3464096667274703,0.5667346548525287,0.3073640698389931,1.7719596095833232,normal,0,2025-01-01 00:00:05.000
-60.44100651357772,25.421549121097954,35.79943472999196,-60.43986420425402,1.4797477866636723,183.13454878869786,580.9526803218258,273955.0887410133,-96.24044124356968,-3.4621165504359928,-95.58808144549046,-69.50611584439677,-24.903766090975267,0.514452012634816,0.9315388286551929,4.88113502311047,0.1751059889422778,0.001261819976354805,0.005618837321905116,-81.82096056152876,5002861538.90806,5019772312.6787195,0.780708699031006,0.43854982607748305,0.530392206186469,0.6372531949644051,1.7455960161254502,normal,0,2025-01-01 00:00:05.300
-33.84579026695157,48.759025194580815,59.13691080347482,-33.8457849691832,3.298661582579858,34.818410306816844,88.05530128638519,1807443.0587009229,-92.98270107042639,-3.0913490524725145,-99.58102762356336,-67.92914225821558,-32.394308623647,0.924867607256024,0.9026448847126257,4.713895024899598,0.35695422583556247,0.008932070961886444,-0.002908528372091276,-82.15039778542477,5471031937.8983135,5473694442.181344,0.5074463863019787,0.4681305366686709,0.5373984467946044,0.41718333266820073,1.4111960920174826,normal,0,2025-01-01 00:00:05.600
-73.14290896569004,6.122306715952364,16.500192324846367,-73.04675909253432,2.9327753863214867,16.723435984835547,14.256822780163317,11163422.983228816,-89.6431012905364,-2.7163997146268923,-106.97816027423245,-81.34589685752209,-35.35169911666926,0.8046464716528108,0.9427807786240071,3.7200712895288484,0.1952303924681012,0.002528551792957323,-9.660799698594582e-06,-84.2353347227147,2726354695.720336,2732242242.9126368,0.0815539965776401,0.21223858077167038,0.4116534965633017,0.653376808284378,1.7119019367663186,normal,0,2025-01-01 00:00:05.700
-63.02867933410649,21.898857062426764,32.27674267132077,-63.02610904767553,1.574508240507376,99.02973157677985,56.012130804846954,2841437.0388159384,-95.30542200542726,-6.553643724160799,-94.31193339662451,-81.40612325530239,-29.943049783823152,0.8030577746816339,0.8480174059760672,4.973176645618698,0.3000054808440425,-0.0033022935504375284,-0.005616675124627462,-80.8026699424016,3257066003.013731,3262372740.0068617,0.8509752373626944,0.3225194199708854,0.8108176891783533,0.4814901342826675,1.5308992809511088,normal,0,2025-01-01 00:00:05.900
-45.99025653091909,37.89252913306532,48.27041474195932,-45.99019185544761,3.70727131123314,145.00519222130927,24.59211002863649,6471788.834165349,-94.26067127287841,-2.8181232240821483,-93.37803242080085,-83.11393581259637,-35.44816993242246,0.5240735346121294,0.764330792874675,4.8445552120809126,0.10428026650591665,0.015845897766223818,0.006588200062057278,-85.98031135410433,2845446846.10637,2848657596.012635,0.1078978652903019,0.48947177941809716,0.7873382668622475,0.687676263377414,1.6656414320035906,normal,0,2025-01-01 00:00:06.100
-15.61268527982182,66.00515174049298,76.38303734938698,-15.612685179941352,1.4586012273969666,72.63058421660972,192.68765879707263,825973.7239296058,-91.9957226292088,-5.3205313990181695,-84.23381214071242,-77.8859653027461,-21.489321860255618,0.5609093841298632,0.8007459608493439,5.33059816729867,0.12953865388557811,-0.011753703606737201,0.00846256716562412,-85.19155388194741,2781215332.014227,2784095302.504355,0.5300691117200663,0.26425518339394294,0.6667947180874156,0.5469955603904266,1.2699230850530225,normal,0,2025-01-01 00:00:06.200
-69.44448313473939,15.506230967391902,25.884116576285905,-69.43329357355132,3.9520387783426862,9.485456461109969,82.47703817633783,1929687.9060038305,-95.32859971102529,-8.642100789468449,-91.28457886756622,-79.25129465776877,-41.863554252638146,0.30652910385745236,0.7468662376421384,4.251530050643561,0.10273653349808036,0.0009910447602431013,-0.0016765597745423517,-78.42094956576928,4092100360.67062,4101038446.7413774,1.3155543721521727,0.4251626402027986,0.5913434892036923,0.42355403346739035,1.3296952718048924,normal,0,2025-01-01 00:00:06.300
-70.3542870664792,13.434853717825748,23.81273932671975,-70.33627309922555,0.4861311237279754,50.73382479140134,9.361497335153178,17001013.555198662,-94.16702639319895,-5.5487021821877995,-84.77465783210837,-78.71217931228443,-31.254434620981925,0.3323614357680632,0.8841840281745271,5.859508914522587,0.4386492500484631,0.009822350678594093,0.011113373505042457,-83.68846272009367,3184092053.083175,3206119308.264822,0.6434686385080383,0.27412304232734536,0.5032551216984789,0.6041550396008886,1.4597782826254715,normal,0,2025-01-01 00:00:06.400
-30.666665641446123,54.59262498845399,64.97051059734798,-30.666664258729508,0.8075288987989347,44.88929852319997,297.52271513991155,534933.7546111459,-95.63717623879411,-6.632618742992067,-73.20521298765854,-54.8378585355481,-23.68869473474681,0.707089641495263,0.7079317609231054,5.248274894245455,0.2537927384457454,-0.005547286881166895,-0.0046085311627439155,-83.0036461854341,2655031914.8421597,2659668838.6167827,0.8063187702380785,0.4336367120029714,0.7870694169544417,0.37442212612406045,1.2947183448936475,normal,0,2025-01-01 00:00:06.500
-71.49007277094984,14.239023803936549,24.61690941283055,-71.4750985428806,7.917451192412746,22.03073890712188,54.70687224760107,2909231.263881557,-96.10698218378039,-4.518546381663233,-95.19523570334738,-51.99394450147226,-19.091358424418193,0.6364836525146369,0.7647951924160301,6.700883237056584,0.4293878553899513,0.003957834719066429,0.016649562615097896,-85.78339912737466,5769877174.105592,5804984562.740213,0.8959579033870879,0.4803138450655291,0.873030256112201,0.4529146873407633,1.3860029132108576,normal,0,2025-01-01 00:00:06.600
-21.222021454783732,62.46347480102969,72.8413604099237,-21.222021229023078,0.8310955531365728,28.817108102533126,331.0726203303292,480725.17423246236,-94.06338186470742,-7.868107939646557,-108.93677749842647,-75.90112938383479,-31.383031507804127,0.8822530878137409,0.9489815100217256,4.62538278978713,0.4496252607893449,0.0019938627474462385,-0.006767981485015709,-81.49852557834893,3594405448.9491363,3604810853.1275864,1.8839660621372984,0.26394527579961546,0.402490901838612,0.5075798806984018,1.6238535260295786,normal,0,2025-01-01 00:00:06.800
-73.35437820129589,12.938411248717488,23.31629685761149,-73.33418781097006,5.30782476963926,135.32399514744384,16.8368446457825,9452777.313103167,-96.67067505890738,-8.054370127417199,-82.75888580828311,-59.39527600748908,-33.1496291046525,0.7442514653876131,0.7666448493036155,5.119190198005992,0.2569946107758479,0.007780953188284737,0.0028982928950440374,-79.06192793364215,5421894025.2071295,5429569414.653501,0.42438466389351615,0.13105647806278636,0.41170554460253894,0.6561074106268697,1.7220194363012986,normal,0,2025-01-01 00:00:07.000
-64.57383587723504,13.959260829687809,24.33714643858181,-64.55786712490531,0.03642605522644447,153.82983678544102,39.499510050993344,4029289.044001518,-88.91098231581685,-4.206203415916176,-80.46444155007681,-77.83284045711359,-28.41772042740248,0.6026682862128068,0.9140467012699386,6.072332799843976,0.39101598315664776,-0.008773560202733047,-0.007352725451440414,-74.3200305747224,4664745285.903076,4687673167.352424,0.9978173380249293,0.1994510500954687,0.6661712506626047,0.5501537543559596,1.6234476760799597,normal,0,2025-01-01 00:00:07.100
-49.014214113559504,36.915643682597306,47.29352929149131,-49.01413312431781,4.040110554177283,77.57241732397202,19.447749060867984,8183720.521782174,-96.30774340505081,-2.1116157603577457,-80.58969578134912,-54.21451576362046,-28.603255076820393,0.499194875585505,0.7104784483238867,4.407994770037383,0.0972672719583409,0.005584684885675774,0.008609618281454326,-90.85047206352407,5693716898.317945,5739436512.345214,0.39402515555265616,0.4935083955583004,0.8257871160528278,0.6266356668837649,1.2967663979806228,normal,0,2025-01-01 00:00:07.200
-71.30724867912,12.528678771387904,22.906564380281907,-71.28506578244458,1.4857263119237762,16.48846654711389,11.340474692983852,14034239.95914048,-94.2138130594019,-4.049790698868132,-107.63658525198974,-71.31077222409618,-27.072122793943688,0.3603757435356827,0.7323420046519249,3.776842155754784,0.3955778357860927,0.015317686544188336,-0.008331408590681216,-87.40906949200534,4863860197.9580555,4907794963.442656,0.3673520866003303,0.3508361750524255,0.5798953441287944,0.6180292856058696,1.6710088893142578,normal,0,2025-01-01 00:00:07.300
-38.77174190733035,42.34848197895607,52.72636758785008,-38.771718725570985,7.504994855501634,50.82056121794375,19.496257394437453,8163358.73454894,-91.49810949518043,-2.9057227198641313,-90.34740802725577,-76.07055093591198,-24.176941594419446,0.8996915770789524,0.9460103277867018,4.829764846416815,0.4462055543626249,0.0030984690580509763,0.017726457029101066,-82.09256693164743,4926317431.954674,4956984298.64476,0.2861849698887653,0.39232831129947543,0.8613008354389308,0.6666830689611586,1.729889129941626,normal,0,2025-01-01 00:00:07.400
-42.70218067431714,41.235377339943405,51.61326294883741,-42.70215072020036,1.8779924286729248,84.50918517146167,41.816162756388294,3806062.837929363,-94.31544362315455,-1.128635377144065,-92.94795543518279,-80.7949728637162,-24.44388349161674,0.8171139345088803,0.9207313683781998,3.2015548280270085,0.4063704037413854,0.014085468569405036,0.01336649732402189,-81.02321242212128,5498905799.7965,5520214448.587326,0.10968086304242,0.3310277066346859,0.5015678899063278,0.35416083922261044,1.5659209140346442,normal,0,2025-01-01 00:00:07.500
-79.85008334144804,7.515996544279263,17.893882153173266,-79.78011637398595,1.3898902009634702,48.32831097952613,25.268253905752328,6298612.626164234,-97.7439654946213,-6.086653504559466,-94.38700158257899,-61.12636601964205,-28.18703915314128,0.6791017128187529,0.7839672802549926,5.7097651970360275,0.39938341699224406,-0.006103606713665716,0.005566658220590274,-85.55056555379831,3449661968.2986073,3467165185.011599,0.6596830326710218,0.21983990067720627,0.49757827716770164,0.4800342560633012,1.3849000058494094,normal,0,2025-01-01 00:00:07.600
-69.68378796857945,16.329773564733387,26.70765917362739,-69.67452915433809,14.64704120164254,11.860704282399206,130.23285883430123,1222079.7770737142,-96.39144714220684,-0.9753428824989607,-110.20028588450879,-72.32591560514847,-28.170998238715274,0.6464917024046763,0.8750255919550521,5.285715574052293,0.45519378699189567,0.015148143127410085,-0.007846061141881067,-85.03422498804561,3505288487.901961,3527358523.3341413,0.38643994869966614,0.3086096883833709,0.6418374108254742,0.6664529887309874,1.2592232710792817,normal,0,2025-01-01 00:00:08.100
