f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
1.0,477.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,-27.0,1.0,27.0,9.7,normal
1.0,477.0,15.0,1.0,24.0,3.3,2.0,0.0,0.0,0.0,28.4,-27.0,1.0,27.0,15.0,normal
1.0,477.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,477.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,14.0,20.0,17.0,0.0,0.0,0.0,30.2,-16.5,1.0,24.0,25.0,normal
1.0,477.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,-27.0,1.0,27.0,9.7,normal
1.0,4780.0,15.0,1.0,25.0,3.4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,477.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,27.5,-27.0,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,477.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,-27.0,1.0,27.0,9.7,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,-16.0,1.0,27.0,4.9,normal
1.0,477.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,477.0,15.0,1.0,27.0,6.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,-16.1,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,-15.9,1.0,27.0,15.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,-16.2,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,-16.0,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,-16.0,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,-16.0,1.0,27.0,9.7,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,-15.8,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,-16.1,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,-15.8,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,34.4,-16.2,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,-15.8,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,-16.1,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,-15.8,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,-16.1,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,-15.8,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,-16.0,1.0,27.0,9.7,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,-16.2,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,-15.8,1.0,27.0,4.9,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,-16.0,1.0,27.0,9.7,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,-16.0,1.0,27.0,9.7,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4780.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,22.0,105.0,35.0,0.0,0.0,0.0,33.6,-15.3,1.0,26.0,271.0,normal
1.0,4781.0,15.0,1.0,27.0,123.0,39.0,0.0,0.0,0.0,34.4,-15.6,1.0,27.0,224.0,normal
1.0,4781.0,15.0,1.0,26.0,86.0,22.0,1.0,4.0,0.0,34.3,-15.7,1.0,27.0,141.0,normal
1.0,4781.0,15.0,1.0,26.0,3.6,2.0,0.0,0.0,0.0,34.1,-16.0,1.0,27.0,17.0,normal
1.0,4781.0,15.0,1.0,26.0,3.6,2.0,0.0,0.0,0.0,34.7,-15.9,1.0,27.0,23.0,normal
1.0,4781.0,15.0,1.0,26.0,1.8,1.0,0.0,0.0,0.0,35.6,-16.0,1.0,27.0,9.7,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,-16.1,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,-16.1,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,-16.0,1.0,27.0,4.9,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4781.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,-16.0,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,15.0,14.0,10.0,0.0,0.0,0.0,26.0,-28.6,1.0,24.0,23.0,normal
1.0,4782.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,27.3,-27.5,1.0,27.0,9.7,normal
1.0,4782.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,27.7,-27.1,1.0,27.0,4.9,normal
1.0,4783.0,15.0,1.0,16.0,24.0,16.0,0.0,0.0,0.0,33.0,-16.3,1.0,25.0,32.0,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,27.0,66.0,14.0,0.0,0.0,0.0,28.3,-27.0,1.0,27.0,39.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,-16.0,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,27.7,-27.0,1.0,27.0,4.9,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,27.2,-27.0,1.0,27.0,4.9,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,-15.9,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,-27.0,1.0,27.0,9.7,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,-15.9,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-16.0,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,-16.0,1.0,27.0,9.7,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,-27.0,1.0,27.0,4.9,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,-16.0,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,-16.0,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,-27.0,1.0,27.0,4.9,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,-15.9,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,-27.1,1.0,27.0,9.7,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,-16.0,1.0,27.0,4.9,normal
1.0,4782.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,-27.0,1.0,27.0,4.9,normal
1.0,4783.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
